VideoGameID,Title,Publisher,Year,Availability,Inventory,Genre,Rank
V0402,Left 4 Dead 2,Electronic Arts,2009,Available,8,Action/Adventure,361
V0403,Far Cry 5,Ubisoft,2018,Available,4,Action/Adventure,362
V0404,Battlefield 4,Electronic Arts,2013,Available,4,Shooter,363
V0405,Assassin's Creed IV: Black Flag,Ubisoft,2013,Available,5,Action/Adventure,364
V0406,EA Sports Active,EA Sports,2009,Available,15,Sports,365
V0407,Half-Life 2: Episode One,Electronic Arts,2006,Available,4,Action/Adventure,366
V0408,Donkey Kong Land,Nintendo,1995,Available,2,Action/Adventure,367
V0409,English Training: Have Fun Improving Your Skills!,Nintendo,2006,Available,10,Action/Adventure,368
V0410,Dragon Quest III,Enix,1992,Available,4,Action/Adventure,369
V0411,Tony Hawk's Underground,Activision,2003,Available,15,Action/Adventure,370
V0412,Just Dance 2014,Ubisoft,2013,Available,3,Action/Adventure,371
V0413,Professor Layton and the Diabolical Box,Nintendo,2009,Available,2,Action/Adventure,372
V0414,Sports Champions,Sony Computer Entertainment,2010,Available,8,Sports,373
V0415,World Soccer Winning Eleven 8 International,Konami,2005,Available,12,Action/Adventure,374
V0416,Namco Museum Vol.1,Namco,1996,Available,15,Action/Adventure,375
V0418,Resident Evil VII: Biohazard,Capcom,2017,Available,9,Action/Adventure,376
V0419,Monster Hunter Freedom Unite,Capcom,2009,Available,1,Action/Adventure,377
V0420,Madden NFL 20,EA Sports,2019,Available,15,Sports,378
V0421,Gran Turismo Sport,Sony Interactive Entertainment,2017,Available,2,Action/Adventure,379
V0422,LEGO Indiana Jones: The Original Adventures,LucasArts,2008,Available,1,Adventure,380
V0423,The Sims: Unleashed,Electronic Arts,2002,Available,7,Simulation,381
V0424,Tomodachi Collection,Nintendo,2009,Available,1,Action/Adventure,382
V0425,Ratchet & Clank: Size Matters,Sony Computer Entertainment,2007,Available,8,Action/Adventure,383
V0426,Harry Potter and the Sorcerer's Stone,Electronic Arts,2001,Available,4,Action/Adventure,384
V0427,Pokemon Trading Card Game,Nintendo,2000,Available,15,RPG,385
V0429,Spyro: Year of the Dragon,Sony Computer Entertainment,2000,Available,3,Action/Adventure,386
V0430,FIFA Soccer 2005,EA Sports,2004,Available,4,Sports,387
V0431,Diablo III: Reaper of Souls,Blizzard Entertainment,2014,Available,7,Action/Adventure,388
V0432,The Legend of Zelda: Skyward Sword,Nintendo,2011,Available,12,Adventure,389
V0433,Tony Hawk's Pro Skater 4,Activision,2002,Available,5,Action/Adventure,390
V0434,Midnight Club 3: DUB Edition,Rockstar Games,2005,Available,3,Action/Adventure,391
V0435,MySims,Electronic Arts,2007,Available,10,Simulation,392
V0436,Banjo-Kazooie,Nintendo,1998,Available,6,Action/Adventure,393
V0437,SOCOM: U.S. Navy SEALs,Sony Computer Entertainment,2002,Available,8,Action/Adventure,394
V0439,Jak and Daxter: The Precursor Legacy,Sony Computer Entertainment,2001,Available,2,Action/Adventure,395
V0440,Pokemon Snap,Nintendo,1999,Available,1,RPG,396
V0441,Pro Evolution Soccer 2008,Konami,2008,Available,5,Action/Adventure,397
V0442,FIFA Soccer 10,EA Sports,2009,Available,13,Sports,398
V0443,Guitar Hero: World Tour,Activision,2008,Available,8,Action/Adventure,399
V0444,Gears of War: Ultimate Edition,Microsoft Studios,2015,Available,6,Action/Adventure,400
V0445,Star Wars Battlefront,LucasArts,2004,Available,9,Action/Adventure,401
V0446,Doom II,GT Interactive,1994,Available,3,Action/Adventure,402
V0447,The Simpsons: Road Rage,Electronic Arts,2001,Available,10,Simulation,403
V0448,BattleBlock Theater,The Behemoth,2014,Available,11,Action/Adventure,404
V0449,Assassin's Creed Syndicate,Ubisoft,2015,Available,4,Action/Adventure,405
V0450,Star Wars Battlefront II,LucasArts,2005,Available,8,Action/Adventure,406
V0452,Cooking Mama 2: Dinner With Friends,Majesco,2007,Available,12,Action/Adventure,407
V0453,Undertale,Toby Fox,2015,Available,13,Action/Adventure,408
V0454,WWF SmackDown!,THQ,2000,Available,15,Action/Adventure,409
V0455,Croc: Legend of the Gobbos,Fox Interactive,1997,Available,12,Action/Adventure,410
V0458,The Getaway,Sony Computer Entertainment,2003,Available,6,Action/Adventure,411
V0459,Tomb Raider III: Adventures of Lara Croft,Eidos Interactive,1998,Available,12,Adventure,412
V0461,Assassin's Creed: Brotherhood,Ubisoft,2010,Available,6,Action/Adventure,413
V0462,James Bond 007: Agent Under Fire,Electronic Arts,2001,Available,7,Action/Adventure,414
V0463,LEGO Star Wars: The Video Game,Eidos Interactive,2005,Available,8,Action/Adventure,415
V0465,Rugrats in Paris: The Movie,THQ,2000,Available,14,Action/Adventure,416
V0466,NBA 2K17,2K Sports,2016,Available,15,Sports,417
V0468,Spyro 2: Ripto's Rage!,Sony Computer Entertainment,1999,Available,12,Action/Adventure,418
V0470,Donkey Kong Country 3: Dixie Kong's Double Trouble!,Nintendo,1996,Available,2,Action/Adventure,419
V0471,Fable II,Microsoft Game Studios,2008,Available,1,Action/Adventure,420
V0472,Final Fantasy VII Remake,Square Enix,2020,Available,5,RPG,421
V0473,Kung Fu,Nintendo,1985,Available,6,Action/Adventure,422
V0474,Resident Evil 3: Nemesis,Capcom,1999,Available,15,Action/Adventure,423
V0475,World of Warcraft: The Burning Crusade,Blizzard Entertainment,2007,Available,4,Action/Adventure,424
V0476,FIFA Soccer 2004,EA Sports,2003,Available,11,Sports,425
V0477,Pokemon Mystery Dungeon: Blue Rescue Team,Nintendo,2006,Available,15,RPG,426
V0478,Mortal Kombat X,Warner Bros. Interactive Entertainment,2015,Available,3,Fighting,427
V0479,Battlefield: Bad Company 2,Electronic Arts,2010,Available,15,Shooter,428
V0480,Borderlands,2K Games,2009,Available,10,Action/Adventure,429
V0482,Dying Light,Warner Bros. Interactive Entertainment,2016,Available,5,Action/Adventure,430
V0483,Guitar Hero: On Tour,Activision,2008,Available,3,Action/Adventure,431
V0484,Dragon Ball Z: Budokai,Atari,2002,Available,3,Action/Adventure,432
V0485,Halo: The Master Chief Collection,Microsoft Studios,2014,Available,5,Action/Adventure,433
V0486,LEGO Batman: The Videogame,Warner Bros. Interactive,2008,Available,3,Action/Adventure,13
V0487,Tekken 4,Namco,2002,Available,14,Fighting,434
V0489,Animal Crossing: Happy Home Designer,Nintendo,2015,Available,5,Simulation,435
V0490,LittleBigPlanet 2,Sony Computer Entertainment,2011,Available,8,Action/Adventure,436
V0491,Grand Theft Auto 2,Rockstar Games,1999,Available,5,Action/Adventure,437
V0493,Spider-Man 2,Activision,2004,Available,8,Action/Adventure,438
V0494,F-1 Race,Nintendo,1991,Available,3,Action/Adventure,439
V0496,World of Warcraft: Battle for Azeroth,Blizzard Entertainment,2018,Available,7,Action/Adventure,440
V0497,FIFA Soccer 2003,EA Sports,2002,Available,8,Sports,441
V0498,Crash Bash,Sony Computer Entertainment,2000,Available,1,Action/Adventure,442
V0499,Gears of War 4,Microsoft Studios,2016,Available,11,Action/Adventure,443
V0500,Tekken: Dark Resurrection,Namco Bandai,2006,Available,15,Fighting,444
V0501,The Elder Scrolls V: Skyrim Special Edition,Bethesda Softworks,2016,Available,3,RPG,445
V0502,Watch Dogs 2,Ubisoft,2016,Available,13,Action/Adventure,446
V0503,The Legend of Zelda: Majora's Mask,Nintendo,2000,Available,13,Adventure,447
V0504,WWF War Zone,Acclaim Entertainment,1998,Available,7,Action/Adventure,448
V0505,Yoshi's Island DS,Nintendo,2006,Available,1,Action/Adventure,449
V0507,NBA 2K18,2K Sports,2017,Available,7,Sports,450
V0508,Big Brain Academy: Wii Degree,Nintendo,2007,Available,9,Action/Adventure,451
V0509,Rugrats: Search For Reptar,THQ,1998,Available,1,Action/Adventure,452
V0510,Luigi's Mansion,Nintendo,2001,Available,5,Action/Adventure,453
V0511,James Bond 007: Nightfire,Electronic Arts,2002,Available,10,Action/Adventure,454
V0512,Ratchet & Clank,Sony Computer Entertainment,2002,Available,7,Action/Adventure,455
V0513,Star Wars Episode III: Revenge of the Sith,LucasArts,2005,Available,4,Action/Adventure,456
V0514,Max Payne,Rockstar Games,2001,Available,4,Action/Adventure,457
V0515,Madden NFL 16,EA Sports,2015,Available,1,Sports,458
V0516,World of Warcraft: Legion,Blizzard Entertainment,2016,Available,14,Action/Adventure,459
V0517,World of Warcraft: Warlords of Draenor,Activision Blizzard,2014,Available,4,Action/Adventure,460
V0518,Dark Souls III,Namco Bandai Games,2016,Available,5,Action/Adventure,461
V0519,Dark Souls: Prepare to Die Edition,Namco Bandai Games,2012,Available,13,Action/Adventure,462
V0520,The Lord of the Rings: The Return of the King,Electronic Arts,2003,Available,10,Action/Adventure,463
V0521,Half-Life 2: Episode Two,Valve Software,2007,Available,2,Action/Adventure,464
V0522,Madden NFL 17,EA Sports,2016,Available,15,Sports,465
V0523,True Crime: Streets of LA,Activision,2003,Available,12,Action/Adventure,466
V0524,Gran Turismo (PSP),Sony Computer Entertainment,2009,Available,9,Action/Adventure,467
V0525,Far Cry 3,Ubisoft,2012,Available,7,Action/Adventure,468
V0526,God of War: Chains of Olympus,Sony Computer Entertainment,2008,Available,7,Action/Adventure,469
V0528,Tekken,Namco,1995,Available,8,Fighting,470
V0529,Flash Focus: Vision Training in Minutes a Day,Nintendo,2007,Available,4,Action/Adventure,471
V0530,007: Tomorrow Never Dies,Electronic Arts,1999,Available,3,Action/Adventure,472
V0531,L.A. Noire,Rockstar Games,2011,Available,2,Action/Adventure,473
V0532,Baseball,Nintendo,1985,Available,9,Action/Adventure,474
V0533,Detroit: Become Human,Sony Interactive Entertainment,2018,Available,1,Action/Adventure,475
V0534,Dragon Quest IV,Enix,1992,Available,7,Action/Adventure,476
V0535,Dragon Quest VI: Maboroshi no Daichi,Enix,1995,Available,10,Action/Adventure,477
V0536,Killer Instinct,Nintendo,1995,Available,9,Action/Adventure,478
V0537,WWF SmackDown! 2: Know Your Role,THQ,2000,Available,12,Action/Adventure,479
V0538,Middle-Earth: Shadow of Mordor,Warner Bros. Interactive Entertainment,2014,Available,2,Action/Adventure,480
V0540,Personal Trainer: Cooking,Nintendo,2008,Available,11,Action/Adventure,481
V0541,Enter the Matrix,Atari,2003,Available,3,Action/Adventure,482
V0542,Assassin's Creed Odyssey,Ubisoft,2018,Available,4,Action/Adventure,483
V0544,Sonic Heroes,Sega,2004,Available,6,Action/Adventure,484
V0545,Club Penguin: Elite Penguin Force,Disney Interactive Studios,2008,Available,1,Action/Adventure,485
V0546,FIFA Soccer 08,EA Sports,2007,Available,7,Sports,486
V0548,Spider-Man,Activision,2000,Available,14,Action/Adventure,487
V0549,Need for Speed III: Hot Pursuit,Electronic Arts,1998,Available,12,Racing,488
V0551,Star Wars Episode I Racer,LucasArts,1999,Available,2,Action/Adventure,489
V0552,Tekken 6,Namco Bandai,2009,Available,13,Fighting,490
V0553,Yoshi,Nintendo,1992,Available,15,Action/Adventure,491
V0554,Resident Evil 6,Capcom,2012,Available,11,Action/Adventure,492
V0555,Tom Clancy's Ghost Recon Wildlands,Ubisoft,2017,Available,8,Action/Adventure,493
V0556,NBA 2K13,2K Sports,2012,Available,14,Sports,494
V0557,Titanfall,Electronic Arts,2014,Available,10,Action/Adventure,495
V0558,Mario Party 9,Nintendo,2012,Available,13,Platformer/Racing,496
V0559,Mass Effect 2,Electronic Arts,2010,Available,8,Action/Adventure,497
V0560,The Legend of Zelda: Majora's Mask 3D,Nintendo,2015,Available,6,Adventure,498
V0561,Madden NFL 2002,EA Sports,2001,Available,1,Sports,499
V0562,World Class Track Meet,Bandai,1987,Available,2,Action/Adventure,500
V0564,Saints Row 2,THQ,2008,Available,4,Action/Adventure,501
V0565,Donkey Kong,Nintendo,1994,Available,3,Action/Adventure,502
V0566,The Sims: Vacation,Electronic Arts,2002,Available,2,Simulation,503
V0569,Borderlands 2,2K Games,2013,Available,9,Action/Adventure,504
V0570,New Super Luigi U,Nintendo,2013,Available,1,Action/Adventure,505
V0571,Kung Fu Panda,Activision,2008,Available,8,Action/Adventure,506
V0572,Mass Effect 3,Electronic Arts,2012,Available,8,Action/Adventure,507
V0573,Rhythm Heaven,Nintendo,2009,Available,11,Action/Adventure,508
V0574,Metal Gear Solid V: The Phantom Pain,Konami Digital Entertainment,2015,Available,5,Action/Adventure,509
V0575,Rayman,Ubisoft,1995,Available,6,Action/Adventure,510
V0576,Tom Clancy's Splinter Cell,Ubisoft,2002,Available,6,Action/Adventure,511
V0577,Mike Tyson's Punch-Out!!,Nintendo,1987,Available,7,Action/Adventure,512
V0578,Professor Layton and the Unwound Future,Nintendo,2010,Available,7,Action/Adventure,513
V0579,WWE SmackDown! Shut Your Mouth,THQ,2002,Available,7,Action/Adventure,514
V0580,Disney Epic Mickey,Disney Interactive Studios,2010,Available,6,Action/Adventure,515
V0581,Killzone 2,Sony Computer Entertainment,2009,Available,9,Action/Adventure,516
V0582,1-2-Switch,Nintendo,2017,Available,4,Action/Adventure,517
V0583,Crysis,Electronic Arts,2007,Available,10,Action/Adventure,518
V0584,DayZ,Bohemia Interactive,2012,Available,3,Action/Adventure,519
V0585,Fable,Microsoft Game Studios,2004,Available,3,Action/Adventure,520
V0586,Gears of War 3,Microsoft Studios,2011,Available,6,Action/Adventure,521
V0587,Heavy Rain,Sony Computer Entertainment,2010,Available,2,Action/Adventure,522
V0588,Kinect Sports,Microsoft Game Studios,2010,Available,1,Sports,523
V0589,MotorStorm,Sony Computer Entertainment,2007,Available,9,Action/Adventure,524
V0590,Sonic and the Secret Rings,Sega,2007,Available,6,Action/Adventure,525
V0591,Sonic Rush,Sega,2005,Available,2,Action/Adventure,526
V0592,Space Engineers,Keen Software House,2019,Available,1,Action/Adventure,527
V0593,Torchlight II,Runic Games,2012,Available,13,Action/Adventure,528
V0594,Warcraft II: Tides of Darkness,Blizzard Entertainment,1996,Available,9,Action/Adventure,529
V0595,WWE SmackDown! vs. Raw 2006,THQ,2005,Available,3,Action/Adventure,530
V0596,Kirby Super Star Ultra,Nintendo,2008,Available,5,Action/Adventure,531
V0597,Star Fox,Nintendo,1993,Available,4,Action/Adventure,532
V0598,The Sims: Livin Large,Electronic Arts,2000,Available,7,Simulation,533
V0599,World Soccer Winning Eleven 6 International,Konami,2003,Available,15,Action/Adventure,534
V0601,Mario vs. Donkey Kong: Mini-Land Mayhem!,Nintendo,2010,Available,12,Platformer/Racing,535
V0602,Style Savvy,Nintendo,2009,Available,14,Action/Adventure,536
V0603,Super Meat Boy,Unknown,2010,Available,4,Action/Adventure,537
V0604,Yokai Watch,Nintendo,2015,Available,12,Action/Adventure,538
V0605,The Legend of Zelda: Spirit Tracks,Nintendo,2009,Available,10,Adventure,539
V0607,Hitman 2: Silent Assassin,Eidos Interactive,2002,Available,1,Action/Adventure,540
V0608,Yokai Watch 2: Psychic Specters,Nintendo,2017,Available,14,Action/Adventure,541
V0610,SOCOM II: U.S. Navy SEALs,Sony Computer Entertainment,2003,Available,15,Action/Adventure,542
V0611,WWE SmackDown! vs. RAW 2006,THQ,2005,Available,5,Action/Adventure,543
V0612,Fire Emblem Fates,Nintendo,2016,Available,7,Action/Adventure,544
V0613,Wave Race 64,Nintendo,1996,Available,9,Action/Adventure,545
V0614,Pac-Man Collection,Namco,2001,Available,15,Action/Adventure,546
V0615,Pokemon Ranger,Nintendo,2006,Available,5,RPG,547
V0616,Madden NFL 13,EA Sports,2012,Available,15,Sports,548
V0617,Doom (2016),Bethesda Softworks,2016,Available,14,Action/Adventure,549
V0618,Mass Effect,Microsoft Game Studios,2007,Available,11,Action/Adventure,550
V0620,Counter-Strike: Condition Zero,Sierra Entertainment,2004,Available,8,Shooter,551
V0621,Dragon Ball Z: Budokai 2,Atari,2003,Available,2,Action/Adventure,552
V0622,Final Fantasy III,Square,1994,Available,4,RPG,553
V0623,Mortal Kombat (2011),Warner Bros. Interactive Entertainment,2011,Available,5,Fighting,554
V0624,World Soccer Winning Eleven 7 International,Konami,2004,Available,6,Action/Adventure,555
V0625,Sega Superstars Tennis,Sega,2008,Available,10,Action/Adventure,556
V0626,Cooking Mama: Cook Off,Majesco,2007,Available,14,Action/Adventure,557
V0627,Hot Shots Golf 3,Sony Computer Entertainment,2002,Available,7,Action/Adventure,558
V0628,Call of Duty: Finest Hour,Activision,2004,Available,7,Shooter,559
V0629,Syphon Filter,989 Studios,1999,Available,6,Action/Adventure,560
V0630,Imagine: Babyz,Ubisoft,2007,Available,6,Action/Adventure,561
V0631,Fire Emblem: Three Houses,Nintendo,2019,Available,14,Action/Adventure,562
V0632,Mafia III,2K Games,2016,Available,3,Action/Adventure,563
V0633,Subnautica,Unknown Worlds Entertainment,2018,Available,2,Action/Adventure,564
V0634,Colin McRae Rally,Sony Computer Entertainment,2000,Available,10,Action/Adventure,565
V0635,Wii Music,Nintendo,2008,Available,3,Action/Adventure,566
V0636,The Elder Scrolls III: Morrowind,Bethesda Softworks,2002,Available,15,RPG,567
V0637,Prison Architect,Introversion Software,2015,Available,15,Action/Adventure,568
V0639,Command & Conquer: Red Alert,Virgin Interactive,1996,Available,3,Action/Adventure,569
V0640,F-Zero,Nintendo,1991,Available,13,Action/Adventure,570
V0641,Yoshi's Story,Nintendo,1998,Available,8,Action/Adventure,571
V0642,The Walking Dead: A Telltale Games Series,Telltale Games,2012,Available,13,Action/Adventure,572
V0643,Metroid Prime,Nintendo,2002,Available,5,Action/Adventure,573
V0644,Zumba Fitness 2,Majesco,2011,Available,12,Action/Adventure,574
V0645,Madden NFL 10,EA Sports,2009,Available,12,Sports,575
V0646,BioShock,2K Games,2007,Available,11,Action/Adventure,576
V0647,Mario Party: Island Tour,Nintendo,2013,Available,3,Platformer/Racing,577
V0648,Yoshi's Island: Super Mario Advance 3,Nintendo,2002,Available,6,Platformer/Racing,578
V0649,WWE SmackDown! vs. Raw,THQ,2004,Available,13,Action/Adventure,579
V0650,Finding Nemo,THQ,2003,Available,10,Action/Adventure,580
V0651,Medal of Honor,Electronic Arts,2010,Available,7,Action/Adventure,581
V0652,Diablo III: Ultimate Evil Edition,Blizzard Entertainment,2014,Available,1,Action/Adventure,582
V0655,Need for Speed: Hot Pursuit,Electronic Arts,2010,Available,6,Racing,583
V0656,Imagine: Fashion Designer,Ubisoft,2007,Available,4,Action/Adventure,584
V0657,Killzone 3,Sony Computer Entertainment,2011,Available,12,Action/Adventure,585
V0658,Hitman: Absolution,Square Enix,2012,Available,14,Action/Adventure,586
V0659,WWE SmackDown! Here Comes the Pain,THQ,2003,Available,3,Action/Adventure,587
V0660,Dragon Quest V: Tenkuu no Hanayome,Enix,1992,Available,6,Action/Adventure,588
V0661,Infestation: Survivor Stories,Unknown,2012,Available,8,Action/Adventure,589
V0662,Tekken 5,Namco,2005,Available,11,Fighting,590
V0663,Hot Shots Golf,Sony Computer Entertainment,1998,Available,4,Action/Adventure,591
V0664,Trine 2,Frozenbyte,2011,Available,9,Action/Adventure,592
V0665,Skylanders: Spyro's Adventure,Activision,2011,Available,4,Adventure,593
V0666,A Bug's Life,Sony Computer Entertainment,1998,Available,1,Action/Adventure,594
V0667,WWF SmackDown! Just Bring It,THQ,2001,Available,12,Action/Adventure,595
V0668,Mortal Kombat Trilogy,Midway Games,1996,Available,1,Fighting,27
V0669,NBA Street,EA Sports BIG,2001,Available,1,Sports,596
V0670,Jak II,Sony Computer Entertainment,2003,Available,5,Action/Adventure,597
V0671,Ratchet & Clank: Going Commando,Sony Computer Entertainment,2003,Available,3,Action/Adventure,598
V0672,The Sims,Electronic Arts,2003,Available,8,Simulation,599
V0673,Star Wars: The Force Unleashed,LucasArts,2008,Available,12,Action/Adventure,600
V0674,Saints Row: The Third,THQ,2011,Available,9,Action/Adventure,601
V0675,Donkey Kong Country Returns 3D,Nintendo,2013,Available,5,Action/Adventure,602
V0676,Missile Command,Atari,1981,Available,15,Action/Adventure,603
V0678,The Binding of Isaac: Rebirth,Nicalis,2014,Available,9,Action/Adventure,604
V0679,Mario Tennis Aces,Nintendo,2018,Available,8,Platformer/Racing,605
V0680,Resident Evil,Capcom,1996,Available,1,Action/Adventure,606
V0681,Need for Speed: Most Wanted (2012),Electronic Arts,2012,Available,14,Racing,607
V0682,Tetris DS,Nintendo,2006,Available,14,Puzzle,608
V0684,Metroid,Nintendo,1987,Available,14,Action/Adventure,609
V0685,Ring Fit Adventure,Nintendo,2019,Available,3,Adventure,610
V0686,Far Cry: Primal,Ubisoft,2016,Available,6,Action/Adventure,611
V0687,"Pokemon: Let's Go, Eevee!",Nintendo,2018,Available,14,RPG,612
V0689,Need for Speed (2015),Electronic Arts,2015,Available,14,Racing,613
V0691,Skate 3,EA Sports,2010,Available,14,Action/Adventure,614
V0693,Divinity: Original Sin,Focus Home Interactive,2015,Available,13,Action/Adventure,615
V0694,Madden NFL 12,EA Sports,2011,Available,1,Sports,616
V0695,1602 A.D.,Sunflowers,2000,Available,1,Action/Adventure,617
V0696,Dead Rising 3,Microsoft Studios,2013,Available,12,Action/Adventure,618
V0697,Mario Party,Nintendo,1999,Available,7,Platformer/Racing,619
V0698,World of Warcraft: Mists of Pandaria,Blizzard Entertainment,2012,Available,2,Action/Adventure,620
V0699,Call of Duty 3,Activision,2006,Available,10,Shooter,621
V0700,LEGO Star Wars II: The Original Trilogy,LucasArts,2006,Available,8,Action/Adventure,622
V0701,Madden NFL 11,EA Sports,2010,Available,14,Sports,623
V0702,Burnout 3: Takedown,Electronic Arts,2004,Available,4,Action/Adventure,624
V0703,Mortal Kombat,Arena Entertainment,1993,Available,13,Fighting,625
V0704,Halo Wars,Microsoft Game Studios,2009,Available,4,Action/Adventure,626
V0705,Call of Duty 2: Big Red One,Activision,2005,Available,6,Shooter,627
V0709,Final Fantasy XIII-2,Square Enix,2012,Available,3,RPG,628
V0710,Medal of Honor Heroes,Electronic Arts,2006,Available,13,Action/Adventure,629
V0711,Hannah Montana,Buena Vista,2006,Available,6,Action/Adventure,630
V0712,Need for Speed: Shift,Electronic Arts,2009,Available,4,Racing,631
V0714,Star Wars: Shadows of the Empire,Nintendo,1996,Available,12,Action/Adventure,632
V0715,Super Mario Bros. 2 (FDS),Nintendo,1986,Available,13,Platformer/Racing,633
V0716,Ace Combat 04: Shattered Skies,Namco,2001,Available,11,Action/Adventure,634
V0718,NBA 2K12,2K Sports,2011,Available,15,Sports,635
V0719,Midnight Club: Street Racing,Rockstar Games,2000,Available,5,Racing,636
V0721,Mario & Luigi: Dream Team,Nintendo,2013,Available,1,Platformer/Racing,637
V0722,NBA 2K19,2K Sports,2018,Available,8,Sports,638
V0723,ESPN NFL 2K5,Sega,2004,Available,3,Action/Adventure,639
V0724,Madden NFL 18,EA Sports,2017,Available,13,Sports,640
V0727,Harry Potter and the Chamber of Secrets,Electronic Arts,2002,Available,15,Action/Adventure,641
V0728,Mario Strikers Charged,Nintendo,2007,Available,2,Platformer/Racing,642
V0729,Monster Hunter 3G,Capcom,2013,Available,4,Action/Adventure,643
V0730,Streets of Rage,Sega,1990,Available,3,Action/Adventure,644
V0731,Grand Theft Auto: Episodes from Liberty City,Rockstar Games,2009,Available,7,Action/Adventure,645
V0733,Mario + Rabbids: Kingdom Battle,Ubisoft,2017,Available,7,Platformer/Racing,646
V0735,FIFA Soccer 09,Electronic Arts,2008,Available,14,Sports,647
V0736,NBA Live 2005,EA Sports,2004,Available,10,Sports,648
V0737,Hotline Miami,Devolver Digital,2012,Available,5,Action/Adventure,649
V0738,Bastion,Warner Bros. Interactive Entertainment,2011,Available,1,Action/Adventure,650
V0739,WWE SmackDown vs. RAW 2007,THQ,2006,Available,1,Action/Adventure,651
V0740,Skylanders Giants,Activision,2012,Available,11,Action/Adventure,652
V0741,Ratchet & Clank: Up Your Arsenal,Sony Computer Entertainment,2004,Available,8,Action/Adventure,653
V0742,Madden NFL 08,EA Sports,2007,Available,2,Sports,654
V0743,Clubhouse Games,Nintendo,2006,Available,8,Action/Adventure,655
V0744,NBA 2K14,2K Sports,2013,Available,5,Sports,656
V0745,Ratchet & Clank Future: Tools of Destruction,Sony Computer Entertainment,2007,Available,12,Action/Adventure,657
V0747,Dragon Age: Origins,Electronic Arts,2009,Available,7,Action/Adventure,658
V0748,Kirby Star Allies,Nintendo,2018,Available,3,Action/Adventure,659
V0749,Kirby: Triple Deluxe,Nintendo,2014,Available,14,Action/Adventure,660
V0751,Pokemon Stadium 2,Nintendo,2001,Available,9,RPG,661
V0752,Madden NFL 09,EA Sports,2008,Available,5,Sports,662
V0753,Space Invaders,Atari,1978,Available,1,Action/Adventure,663
V0754,Crazy Taxi,Acclaim Entertainment,2001,Available,7,Action/Adventure,664
V0755,Dragon Ball: Xenoverse 2,Namco Bandai Games,2016,Available,6,Action/Adventure,665
V0756,Perfect Dark,Rare,2000,Available,10,Action/Adventure,666
V0758,Midnight Club: Los Angeles,Rockstar Games,2008,Available,1,Action/Adventure,667
V0759,PES 2009: Pro Evolution Soccer,Konami,2008,Available,2,Action/Adventure,668
V0760,Marvel: Ultimate Alliance,Activision,2006,Available,2,Action/Adventure,669
V0761,Black & White,Electronic Arts,2001,Available,6,Action/Adventure,670
V0762,Crisis Core: Final Fantasy VII,Square Enix,2008,Available,1,RPG,671
V0763,Dance Central,MTV Games,2010,Available,8,Action/Adventure,672
V0764,Diablo,Blizzard Entertainment,1996,Available,3,Action/Adventure,673
V0765,Dragon Ball Z: Budokai 3,Atari,2004,Available,10,Action/Adventure,674
V0766,Dragon Quest II,Enix,1990,Available,15,Action/Adventure,675
V0767,Far Cry,Ubisoft,2004,Available,10,Action/Adventure,676
V0768,Final Fantasy Tactics,Sony Computer Entertainment,1998,Available,1,RPG,677
V0769,Forza Horizon 3,Microsoft Studios,2016,Available,14,Racing,678
V0770,Warcraft III: The Frozen Throne,Blizzard Entertainment,2003,Unavailable,1,Action/Adventure,3
V0771,Rise of the Tomb Raider,Square Enix,2016,Available,8,Adventure,679
V0772,Dustforce DX,Hitbox Team,2012,Available,12,Action/Adventure,680
V0773,Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City,Rockstar Games,2003,Available,15,Action/Adventure,681
V0774,NBA 2K15,2K Sports,2014,Available,14,Sports,682
V0775,Game Party,Midway Games,2007,Available,4,Action/Adventure,683
V0776,Mortal Kombat: Deadly Alliance,Midway Games,2002,Available,15,Fighting,684
V0777,Dungeon Defenders,Trendy Entertainment,2011,Available,12,Action/Adventure,685
V0778,Mario Party 2,Nintendo,2000,Available,3,Platformer/Racing,686
V0780,Tomb Raider: The Last Revelation,Eidos Interactive,1999,Available,5,Adventure,687
V0782,Pure,Disney Interactive Studios,2008,Available,13,Action/Adventure,688
V0783,Rock Band,MTV Games,2007,Available,10,Action/Adventure,689
V0785,Battlefield 1942,Electronic Arts,2002,Available,14,Shooter,690
V0786,WarioWare Touched!,Nintendo,2005,Available,9,Action/Adventure,691
V0787,Resistance 2,Sony Computer Entertainment,2008,Available,11,Action/Adventure,692
V0790,Mario Party 4,Nintendo,2002,Available,15,Platformer/Racing,5
V0791,Paper Mario: Sticker Star,Nintendo,2012,Available,10,Platformer/Racing,693
V0794,LEGO Harry Potter: Years 1-4,Warner Bros. Interactive,2010,Available,12,Action/Adventure,694
V0795,uDraw Studio,THQ,2010,Available,7,Action/Adventure,695
V0797,Twisted Metal 2,Sony Computer Entertainment,1996,Available,7,Action/Adventure,20
V0798,The Sims: Bustin' Out,Electronic Arts,2003,Available,5,Simulation,696
V0799,Need for Speed Carbon: Own the City,Electronic Arts,2006,Available,10,Racing,697
V0800,Ice Hockey,Nintendo,1988,Available,8,Action/Adventure,698
V0801,Sonic Adventure,Sega,1999,Available,10,Adventure,699
V0802,Tom Clancy's Rainbow Six: Vegas 2,Ubisoft,2008,Available,8,Action/Adventure,700
V0803,God of War Collection,Sony Computer Entertainment,2009,Available,12,Action/Adventure,701
