VideoGameID,Title,Publisher,Year,Availability,Inventory,Genre
V0422,LEGO Indiana Jones: The Original Adventures,LucasArts,2008,Available,1,Adventure
V0423,The Sims: Unleashed,Electronic Arts,2002,Available,7,Simulation
V0424,Tomodachi Collection,Nintendo,2009,Available,1,Action/Adventure
V0425,Ratchet & Clank: Size Matters,Sony Computer Entertainment,2007,Available,8,Action/Adventure
V0426,Harry Potter and the Sorcerer's Stone,Electronic Arts,2001,Available,4,Action/Adventure
V0427,Pokemon Trading Card Game,Nintendo,2000,Available,15,RPG
V0429,Spyro: Year of the Dragon,Sony Computer Entertainment,2000,Available,3,Action/Adventure
V0430,FIFA Soccer 2005,EA Sports,2004,Available,4,Sports
V0431,Diablo III: Reaper of Souls,Blizzard Entertainment,2014,Available,7,Action/Adventure
V0432,The Legend of Zelda: Skyward Sword,Nintendo,2011,Available,12,Adventure
V0433,Tony Hawk's Pro Skater 4,Activision,2002,Available,5,Action/Adventure
V0434,Midnight Club 3: DUB Edition,Rockstar Games,2005,Available,3,Action/Adventure
V0435,MySims,Electronic Arts,2007,Available,10,Simulation
V0436,Banjo-Kazooie,Nintendo,1998,Available,6,Action/Adventure
V0437,SOCOM: U.S. Navy SEALs,Sony Computer Entertainment,2002,Available,8,Action/Adventure
V0439,Jak and Daxter: The Precursor Legacy,Sony Computer Entertainment,2001,Available,2,Action/Adventure
V0440,Pokemon Snap,Nintendo,1999,Available,1,RPG
V0441,Pro Evolution Soccer 2008,Konami,2008,Available,5,Action/Adventure
V0442,FIFA Soccer 10,EA Sports,2009,Available,13,Sports
V0443,Guitar Hero: World Tour,Activision,2008,Available,8,Action/Adventure
V0444,Gears of War: Ultimate Edition,Microsoft Studios,2015,Available,6,Action/Adventure
V0445,Star Wars Battlefront,LucasArts,2004,Available,9,Action/Adventure
V0446,Doom II,GT Interactive,1994,Available,3,Action/Adventure
V0447,The Simpsons: Road Rage,Electronic Arts,2001,Available,10,Simulation
V0448,BattleBlock Theater,The Behemoth,2014,Available,11,Action/Adventure
V0449,Assassin's Creed Syndicate,Ubisoft,2015,Available,4,Action/Adventure
V0450,Star Wars Battlefront II,LucasArts,2005,Available,8,Action/Adventure
V0452,Cooking Mama 2: Dinner With Friends,Majesco,2007,Available,12,Action/Adventure
V0453,Undertale,Toby Fox,2015,Available,13,Action/Adventure
V0454,WWF SmackDown!,THQ,2000,Available,15,Action/Adventure
V0455,Croc: Legend of the Gobbos,Fox Interactive,1997,Available,12,Action/Adventure
V0458,The Getaway,Sony Computer Entertainment,2003,Available,6,Action/Adventure
V0459,Tomb Raider III: Adventures of Lara Croft,Eidos Interactive,1998,Available,12,Adventure
V0461,Assassin's Creed: Brotherhood,Ubisoft,2010,Available,6,Action/Adventure
V0462,James Bond 007: Agent Under Fire,Electronic Arts,2001,Available,7,Action/Adventure
V0463,LEGO Star Wars: The Video Game,Eidos Interactive,2005,Available,8,Action/Adventure
V0465,Rugrats in Paris: The Movie,THQ,2000,Available,14,Action/Adventure
V0466,NBA 2K17,2K Sports,2016,Available,15,Sports
V0468,Spyro 2: Ripto's Rage!,Sony Computer Entertainment,1999,Available,12,Action/Adventure
V0470,Donkey Kong Country 3: Dixie Kong's Double Trouble!,Nintendo,1996,Available,2,Action/Adventure
V0471,Fable II,Microsoft Game Studios,2008,Available,1,Action/Adventure
V0472,Final Fantasy VII Remake,Square Enix,2020,Available,5,RPG
V0473,Kung Fu,Nintendo,1985,Available,6,Action/Adventure
V0474,Resident Evil 3: Nemesis,Capcom,1999,Available,15,Action/Adventure
V0475,World of Warcraft: The Burning Crusade,Blizzard Entertainment,2007,Available,4,Action/Adventure
V0476,FIFA Soccer 2004,EA Sports,2003,Available,11,Sports
V0477,Pokemon Mystery Dungeon: Blue Rescue Team,Nintendo,2006,Available,15,RPG
V0478,Mortal Kombat X,Warner Bros. Interactive Entertainment,2015,Available,3,Fighting
V0479,Battlefield: Bad Company 2,Electronic Arts,2010,Available,15,Shooter
V0480,Borderlands,2K Games,2009,Available,10,Action/Adventure
V0482,Dying Light,Warner Bros. Interactive Entertainment,2016,Available,5,Action/Adventure
V0483,Guitar Hero: On Tour,Activision,2008,Available,3,Action/Adventure
V0484,Dragon Ball Z: Budokai,Atari,2002,Available,3,Action/Adventure
V0485,Halo: The Master Chief Collection,Microsoft Studios,2014,Available,5,Action/Adventure
V0486,LEGO Batman: The Videogame,Warner Bros. Interactive,2008,Available,3,Action/Adventure
V0487,Tekken 4,Namco,2002,Available,14,Fighting
V0489,Animal Crossing: Happy Home Designer,Nintendo,2015,Available,5,Simulation
V0490,LittleBigPlanet 2,Sony Computer Entertainment,2011,Available,8,Action/Adventure
V0491,Grand Theft Auto 2,Rockstar Games,1999,Available,5,Action/Adventure
V0493,Spider-Man 2,Activision,2004,Available,8,Action/Adventure
V0494,F-1 Race,Nintendo,1991,Available,3,Action/Adventure
V0496,World of Warcraft: Battle for Azeroth,Blizzard Entertainment,2018,Available,7,Action/Adventure
V0497,FIFA Soccer 2003,EA Sports,2002,Available,8,Sports
V0498,Crash Bash,Sony Computer Entertainment,2000,Available,1,Action/Adventure
V0499,Gears of War 4,Microsoft Studios,2016,Available,11,Action/Adventure
V0500,Tekken: Dark Resurrection,Namco Bandai,2006,Available,15,Fighting
V0501,The Elder Scrolls V: Skyrim Special Edition,Bethesda Softworks,2016,Available,3,RPG
V0502,Watch Dogs 2,Ubisoft,2016,Available,13,Action/Adventure
V0503,The Legend of Zelda: Majora's Mask,Nintendo,2000,Available,13,Adventure
V0504,WWF War Zone,Acclaim Entertainment,1998,Available,7,Action/Adventure
V0505,Yoshi's Island DS,Nintendo,2006,Available,1,Action/Adventure
V0507,NBA 2K18,2K Sports,2017,Available,7,Sports
V0508,Big Brain Academy: Wii Degree,Nintendo,2007,Available,9,Action/Adventure
V0509,Rugrats: Search For Reptar,THQ,1998,Available,1,Action/Adventure
V0510,Luigi's Mansion,Nintendo,2001,Available,5,Action/Adventure
V0511,James Bond 007: Nightfire,Electronic Arts,2002,Available,10,Action/Adventure
V0512,Ratchet & Clank,Sony Computer Entertainment,2002,Available,7,Action/Adventure
V0513,Star Wars Episode III: Revenge of the Sith,LucasArts,2005,Available,4,Action/Adventure
V0514,Max Payne,Rockstar Games,2001,Available,4,Action/Adventure
V0515,Madden NFL 16,EA Sports,2015,Available,1,Sports
V0516,World of Warcraft: Legion,Blizzard Entertainment,2016,Available,14,Action/Adventure
V0517,World of Warcraft: Warlords of Draenor,Activision Blizzard,2014,Available,4,Action/Adventure
V0518,Dark Souls III,Namco Bandai Games,2016,Available,5,Action/Adventure
V0519,Dark Souls: Prepare to Die Edition,Namco Bandai Games,2012,Available,13,Action/Adventure
V0520,The Lord of the Rings: The Return of the King,Electronic Arts,2003,Available,10,Action/Adventure
V0521,Half-Life 2: Episode Two,Valve Software,2007,Available,2,Action/Adventure
V0522,Madden NFL 17,EA Sports,2016,Available,15,Sports
V0523,True Crime: Streets of LA,Activision,2003,Available,12,Action/Adventure
V0524,Gran Turismo (PSP),Sony Computer Entertainment,2009,Available,9,Action/Adventure
V0525,Far Cry 3,Ubisoft,2012,Available,7,Action/Adventure
V0526,God of War: Chains of Olympus,Sony Computer Entertainment,2008,Available,7,Action/Adventure
V0528,Tekken,Namco,1995,Available,8,Fighting
V0529,Flash Focus: Vision Training in Minutes a Day,Nintendo,2007,Available,4,Action/Adventure
V0530,007: Tomorrow Never Dies,Electronic Arts,1999,Available,3,Action/Adventure
V0531,L.A. Noire,Rockstar Games,2011,Available,2,Action/Adventure
V0532,Baseball,Nintendo,1985,Available,9,Action/Adventure
V0533,Detroit: Become Human,Sony Interactive Entertainment,2018,Available,1,Action/Adventure
V0534,Dragon Quest IV,Enix,1992,Available,7,Action/Adventure
V0535,Dragon Quest VI: Maboroshi no Daichi,Enix,1995,Available,10,Action/Adventure
V0536,Killer Instinct,Nintendo,1995,Available,9,Action/Adventure
V0537,WWF SmackDown! 2: Know Your Role,THQ,2000,Available,12,Action/Adventure
V0538,Middle-Earth: Shadow of Mordor,Warner Bros. Interactive Entertainment,2014,Available,2,Action/Adventure
V0540,Personal Trainer: Cooking,Nintendo,2008,Available,11,Action/Adventure
V0541,Enter the Matrix,Atari,2003,Available,3,Action/Adventure
V0542,Assassin's Creed Odyssey,Ubisoft,2018,Available,4,Action/Adventure
V0544,Sonic Heroes,Sega,2004,Available,6,Action/Adventure
V0545,Club Penguin: Elite Penguin Force,Disney Interactive Studios,2008,Available,1,Action/Adventure
V0546,FIFA Soccer 08,EA Sports,2007,Available,7,Sports
V0548,Spider-Man,Activision,2000,Available,14,Action/Adventure
V0549,Need for Speed III: Hot Pursuit,Electronic Arts,1998,Available,12,Racing
V0551,Star Wars Episode I Racer,LucasArts,1999,Available,2,Action/Adventure
V0552,Tekken 6,Namco Bandai,2009,Available,13,Fighting
V0553,Yoshi,Nintendo,1992,Available,15,Action/Adventure
V0554,Resident Evil 6,Capcom,2012,Available,11,Action/Adventure
V0555,Tom Clancy's Ghost Recon Wildlands,Ubisoft,2017,Available,8,Action/Adventure
V0556,NBA 2K13,2K Sports,2012,Available,14,Sports
V0557,Titanfall,Electronic Arts,2014,Available,10,Action/Adventure
V0558,Mario Party 9,Nintendo,2012,Available,13,Platformer/Racing
V0559,Mass Effect 2,Electronic Arts,2010,Available,8,Action/Adventure
V0560,The Legend of Zelda: Majora's Mask 3D,Nintendo,2015,Available,6,Adventure
V0561,Madden NFL 2002,EA Sports,2001,Available,1,Sports
V0562,World Class Track Meet,Bandai,1987,Available,2,Action/Adventure
V0564,Saints Row 2,THQ,2008,Available,4,Action/Adventure
V0565,Donkey Kong,Nintendo,1994,Available,3,Action/Adventure
V0566,The Sims: Vacation,Electronic Arts,2002,Available,2,Simulation
V0569,Borderlands 2,2K Games,2013,Available,9,Action/Adventure
V0570,New Super Luigi U,Nintendo,2013,Available,1,Action/Adventure
V0571,Kung Fu Panda,Activision,2008,Available,8,Action/Adventure
V0572,Mass Effect 3,Electronic Arts,2012,Available,8,Action/Adventure
V0573,Rhythm Heaven,Nintendo,2009,Available,11,Action/Adventure
V0574,Metal Gear Solid V: The Phantom Pain,Konami Digital Entertainment,2015,Available,5,Action/Adventure
V0575,Rayman,Ubisoft,1995,Available,6,Action/Adventure
V0576,Tom Clancy's Splinter Cell,Ubisoft,2002,Available,6,Action/Adventure
V0577,Mike Tyson's Punch-Out!!,Nintendo,1987,Available,7,Action/Adventure
V0578,Professor Layton and the Unwound Future,Nintendo,2010,Available,7,Action/Adventure
V0579,WWE SmackDown! Shut Your Mouth,THQ,2002,Available,7,Action/Adventure
V0580,Disney Epic Mickey,Disney Interactive Studios,2010,Available,6,Action/Adventure
V0581,Killzone 2,Sony Computer Entertainment,2009,Available,9,Action/Adventure
V0582,1-2-Switch,Nintendo,2017,Available,4,Action/Adventure
V0583,Crysis,Electronic Arts,2007,Available,10,Action/Adventure
V0584,DayZ,Bohemia Interactive,2012,Available,3,Action/Adventure
V0585,Fable,Microsoft Game Studios,2004,Available,3,Action/Adventure
V0586,Gears of War 3,Microsoft Studios,2011,Available,6,Action/Adventure
V0587,Heavy Rain,Sony Computer Entertainment,2010,Available,2,Action/Adventure
V0588,Kinect Sports,Microsoft Game Studios,2010,Available,1,Sports
V0589,MotorStorm,Sony Computer Entertainment,2007,Available,9,Action/Adventure
V0590,Sonic and the Secret Rings,Sega,2007,Available,6,Action/Adventure
V0591,Sonic Rush,Sega,2005,Available,2,Action/Adventure
V0592,Space Engineers,Keen Software House,2019,Available,1,Action/Adventure
V0593,Torchlight II,Runic Games,2012,Available,13,Action/Adventure
V0594,Warcraft II: Tides of Darkness,Blizzard Entertainment,1996,Available,9,Action/Adventure
V0595,WWE SmackDown! vs. Raw 2006,THQ,2005,Available,3,Action/Adventure
V0596,Kirby Super Star Ultra,Nintendo,2008,Available,5,Action/Adventure
V0597,Star Fox,Nintendo,1993,Available,4,Action/Adventure
V0598,The Sims: Livin Large,Electronic Arts,2000,Available,7,Simulation
V0599,World Soccer Winning Eleven 6 International,Konami,2003,Available,15,Action/Adventure
V0601,Mario vs. Donkey Kong: Mini-Land Mayhem!,Nintendo,2010,Available,12,Platformer/Racing
V0602,Style Savvy,Nintendo,2009,Available,14,Action/Adventure
V0603,Super Meat Boy,Unknown,2010,Available,4,Action/Adventure
V0604,Yokai Watch,Nintendo,2015,Available,12,Action/Adventure
V0605,The Legend of Zelda: Spirit Tracks,Nintendo,2009,Available,10,Adventure
V0607,Hitman 2: Silent Assassin,Eidos Interactive,2002,Available,1,Action/Adventure
V0608,Yokai Watch 2: Psychic Specters,Nintendo,2017,Available,14,Action/Adventure
V0610,SOCOM II: U.S. Navy SEALs,Sony Computer Entertainment,2003,Available,15,Action/Adventure
V0611,WWE SmackDown! vs. RAW 2006,THQ,2005,Available,5,Action/Adventure
V0612,Fire Emblem Fates,Nintendo,2016,Available,7,Action/Adventure
V0613,Wave Race 64,Nintendo,1996,Available,9,Action/Adventure
V0614,Pac-Man Collection,Namco,2001,Available,15,Action/Adventure
V0615,Pokemon Ranger,Nintendo,2006,Available,5,RPG
V0616,Madden NFL 13,EA Sports,2012,Available,15,Sports
V0617,Doom (2016),Bethesda Softworks,2016,Available,14,Action/Adventure
V0618,Mass Effect,Microsoft Game Studios,2007,Available,11,Action/Adventure
V0620,Counter-Strike: Condition Zero,Sierra Entertainment,2004,Available,8,Shooter
V0621,Dragon Ball Z: Budokai 2,Atari,2003,Available,2,Action/Adventure
V0622,Final Fantasy III,Square,1994,Available,4,RPG
V0623,Mortal Kombat (2011),Warner Bros. Interactive Entertainment,2011,Available,5,Fighting
V0624,World Soccer Winning Eleven 7 International,Konami,2004,Available,6,Action/Adventure
V0625,Sega Superstars Tennis,Sega,2008,Available,10,Action/Adventure
V0626,Cooking Mama: Cook Off,Majesco,2007,Available,14,Action/Adventure
V0627,Hot Shots Golf 3,Sony Computer Entertainment,2002,Available,7,Action/Adventure
V0628,Call of Duty: Finest Hour,Activision,2004,Available,7,Shooter
V0629,Syphon Filter,989 Studios,1999,Available,6,Action/Adventure
V0630,Imagine: Babyz,Ubisoft,2007,Available,6,Action/Adventure
V0631,Fire Emblem: Three Houses,Nintendo,2019,Available,14,Action/Adventure
V0632,Mafia III,2K Games,2016,Available,3,Action/Adventure
V0633,Subnautica,Unknown Worlds Entertainment,2018,Available,2,Action/Adventure
V0634,Colin McRae Rally,Sony Computer Entertainment,2000,Available,10,Action/Adventure
V0635,Wii Music,Nintendo,2008,Available,3,Action/Adventure
V0636,The Elder Scrolls III: Morrowind,Bethesda Softworks,2002,Available,15,RPG
V0637,Prison Architect,Introversion Software,2015,Available,15,Action/Adventure
V0639,Command & Conquer: Red Alert,Virgin Interactive,1996,Available,3,Action/Adventure
V0640,F-Zero,Nintendo,1991,Available,13,Action/Adventure
V0641,Yoshi's Story,Nintendo,1998,Available,8,Action/Adventure
V0642,The Walking Dead: A Telltale Games Series,Telltale Games,2012,Available,13,Action/Adventure
V0643,Metroid Prime,Nintendo,2002,Available,5,Action/Adventure
V0644,Zumba Fitness 2,Majesco,2011,Available,12,Action/Adventure
V0645,Madden NFL 10,EA Sports,2009,Available,12,Sports
V0646,BioShock,2K Games,2007,Available,11,Action/Adventure
V0647,Mario Party: Island Tour,Nintendo,2013,Available,3,Platformer/Racing
V0648,Yoshi's Island: Super Mario Advance 3,Nintendo,2002,Available,6,Platformer/Racing
V0649,WWE SmackDown! vs. Raw,THQ,2004,Available,13,Action/Adventure
V0650,Finding Nemo,THQ,2003,Available,10,Action/Adventure
V0651,Medal of Honor,Electronic Arts,2010,Available,7,Action/Adventure
V0652,Diablo III: Ultimate Evil Edition,Blizzard Entertainment,2014,Available,1,Action/Adventure
V0655,Need for Speed: Hot Pursuit,Electronic Arts,2010,Available,6,Racing
V0656,Imagine: Fashion Designer,Ubisoft,2007,Available,4,Action/Adventure
V0657,Killzone 3,Sony Computer Entertainment,2011,Available,12,Action/Adventure
V0658,Hitman: Absolution,Square Enix,2012,Available,14,Action/Adventure
V0659,WWE SmackDown! Here Comes the Pain,THQ,2003,Available,3,Action/Adventure
V0660,Dragon Quest V: Tenkuu no Hanayome,Enix,1992,Available,6,Action/Adventure
V0661,Infestation: Survivor Stories,Unknown,2012,Available,8,Action/Adventure
V0662,Tekken 5,Namco,2005,Available,11,Fighting
V0663,Hot Shots Golf,Sony Computer Entertainment,1998,Available,4,Action/Adventure
V0664,Trine 2,Frozenbyte,2011,Available,9,Action/Adventure
V0665,Skylanders: Spyro's Adventure,Activision,2011,Available,4,Adventure
V0666,A Bug's Life,Sony Computer Entertainment,1998,Available,1,Action/Adventure
V0667,WWF SmackDown! Just Bring It,THQ,2001,Available,12,Action/Adventure
V0668,Mortal Kombat Trilogy,Midway Games,1996,Available,1,Fighting
V0669,NBA Street,EA Sports BIG,2001,Available,1,Sports
V0670,Jak II,Sony Computer Entertainment,2003,Available,5,Action/Adventure
V0671,Ratchet & Clank: Going Commando,Sony Computer Entertainment,2003,Available,3,Action/Adventure
V0672,The Sims,Electronic Arts,2003,Available,8,Simulation
V0673,Star Wars: The Force Unleashed,LucasArts,2008,Available,12,Action/Adventure
V0674,Saints Row: The Third,THQ,2011,Available,9,Action/Adventure
V0675,Donkey Kong Country Returns 3D,Nintendo,2013,Available,5,Action/Adventure
V0676,Missile Command,Atari,1981,Available,15,Action/Adventure
V0678,The Binding of Isaac: Rebirth,Nicalis,2014,Available,9,Action/Adventure
V0679,Mario Tennis Aces,Nintendo,2018,Available,8,Platformer/Racing
V0680,Resident Evil,Capcom,1996,Available,1,Action/Adventure
V0681,Need for Speed: Most Wanted (2012),Electronic Arts,2012,Available,14,Racing
V0682,Tetris DS,Nintendo,2006,Available,14,Puzzle
V0684,Metroid,Nintendo,1987,Available,14,Action/Adventure
V0685,Ring Fit Adventure,Nintendo,2019,Available,3,Adventure
V0686,Far Cry: Primal,Ubisoft,2016,Available,6,Action/Adventure
V0687,"Pokemon: Let's Go, Eevee!",Nintendo,2018,Available,14,RPG
V0689,Need for Speed (2015),Electronic Arts,2015,Available,14,Racing
V0691,Skate 3,EA Sports,2010,Available,14,Action/Adventure
V0693,Divinity: Original Sin,Focus Home Interactive,2015,Available,13,Action/Adventure
V0694,Madden NFL 12,EA Sports,2011,Available,1,Sports
V0695,1602 A.D.,Sunflowers,2000,Available,1,Action/Adventure
V0696,Dead Rising 3,Microsoft Studios,2013,Available,12,Action/Adventure
V0697,Mario Party,Nintendo,1999,Available,7,Platformer/Racing
V0698,World of Warcraft: Mists of Pandaria,Blizzard Entertainment,2012,Available,2,Action/Adventure
V0699,Call of Duty 3,Activision,2006,Available,10,Shooter
V0700,LEGO Star Wars II: The Original Trilogy,LucasArts,2006,Available,8,Action/Adventure
V0701,Madden NFL 11,EA Sports,2010,Available,14,Sports
V0702,Burnout 3: Takedown,Electronic Arts,2004,Available,4,Action/Adventure
V0703,Mortal Kombat,Arena Entertainment,1993,Available,13,Fighting
V0704,Halo Wars,Microsoft Game Studios,2009,Available,4,Action/Adventure
V0705,Call of Duty 2: Big Red One,Activision,2005,Available,6,Shooter
V0709,Final Fantasy XIII-2,Square Enix,2012,Available,3,RPG
V0710,Medal of Honor Heroes,Electronic Arts,2006,Available,13,Action/Adventure
V0711,Hannah Montana,Buena Vista,2006,Available,6,Action/Adventure
V0712,Need for Speed: Shift,Electronic Arts,2009,Available,4,Racing
V0714,Star Wars: Shadows of the Empire,Nintendo,1996,Available,12,Action/Adventure
V0715,Super Mario Bros. 2 (FDS),Nintendo,1986,Available,13,Platformer/Racing
V0716,Ace Combat 04: Shattered Skies,Namco,2001,Available,11,Action/Adventure
V0718,NBA 2K12,2K Sports,2011,Available,15,Sports
V0719,Midnight Club: Street Racing,Rockstar Games,2000,Available,5,Racing
V0721,Mario & Luigi: Dream Team,Nintendo,2013,Available,1,Platformer/Racing
V0722,NBA 2K19,2K Sports,2018,Available,8,Sports
V0723,ESPN NFL 2K5,Sega,2004,Available,3,Action/Adventure
V0724,Madden NFL 18,EA Sports,2017,Available,13,Sports
V0727,Harry Potter and the Chamber of Secrets,Electronic Arts,2002,Available,15,Action/Adventure
V0728,Mario Strikers Charged,Nintendo,2007,Available,2,Platformer/Racing
V0729,Monster Hunter 3G,Capcom,2013,Available,4,Action/Adventure
V0730,Streets of Rage,Sega,1990,Available,3,Action/Adventure
V0731,Grand Theft Auto: Episodes from Liberty City,Rockstar Games,2009,Available,7,Action/Adventure
V0733,Mario + Rabbids: Kingdom Battle,Ubisoft,2017,Available,7,Platformer/Racing
V0735,FIFA Soccer 09,Electronic Arts,2008,Available,14,Sports
V0736,NBA Live 2005,EA Sports,2004,Available,10,Sports
V0737,Hotline Miami,Devolver Digital,2012,Available,5,Action/Adventure
V0738,Bastion,Warner Bros. Interactive Entertainment,2011,Available,1,Action/Adventure
V0739,WWE SmackDown vs. RAW 2007,THQ,2006,Available,1,Action/Adventure
V0740,Skylanders Giants,Activision,2012,Available,11,Action/Adventure
V0741,Ratchet & Clank: Up Your Arsenal,Sony Computer Entertainment,2004,Available,8,Action/Adventure
V0742,Madden NFL 08,EA Sports,2007,Available,2,Sports
V0743,Clubhouse Games,Nintendo,2006,Available,8,Action/Adventure
V0744,NBA 2K14,2K Sports,2013,Available,5,Sports
V0745,Ratchet & Clank Future: Tools of Destruction,Sony Computer Entertainment,2007,Available,12,Action/Adventure
V0747,Dragon Age: Origins,Electronic Arts,2009,Available,7,Action/Adventure
V0748,Kirby Star Allies,Nintendo,2018,Available,3,Action/Adventure
V0749,Kirby: Triple Deluxe,Nintendo,2014,Available,14,Action/Adventure
V0751,Pokemon Stadium 2,Nintendo,2001,Available,9,RPG
V0752,Madden NFL 09,EA Sports,2008,Available,5,Sports
V0753,Space Invaders,Atari,1978,Available,1,Action/Adventure
V0754,Crazy Taxi,Acclaim Entertainment,2001,Available,7,Action/Adventure
V0755,Dragon Ball: Xenoverse 2,Namco Bandai Games,2016,Available,6,Action/Adventure
V0756,Perfect Dark,Rare,2000,Available,10,Action/Adventure
V0758,Midnight Club: Los Angeles,Rockstar Games,2008,Available,1,Action/Adventure
V0759,PES 2009: Pro Evolution Soccer,Konami,2008,Available,2,Action/Adventure
V0760,Marvel: Ultimate Alliance,Activision,2006,Available,2,Action/Adventure
V0761,Black & White,Electronic Arts,2001,Available,6,Action/Adventure
V0762,Crisis Core: Final Fantasy VII,Square Enix,2008,Available,1,RPG
V0763,Dance Central,MTV Games,2010,Available,8,Action/Adventure
V0764,Diablo,Blizzard Entertainment,1996,Available,3,Action/Adventure
V0765,Dragon Ball Z: Budokai 3,Atari,2004,Available,10,Action/Adventure
V0766,Dragon Quest II,Enix,1990,Available,15,Action/Adventure
V0767,Far Cry,Ubisoft,2004,Available,10,Action/Adventure
V0768,Final Fantasy Tactics,Sony Computer Entertainment,1998,Available,1,RPG
V0769,Forza Horizon 3,Microsoft Studios,2016,Available,14,Racing
V0770,Warcraft III: The Frozen Throne,Blizzard Entertainment,2003,Unavailable,1,Action/Adventure
V0771,Rise of the Tomb Raider,Square Enix,2016,Available,8,Adventure
V0772,Dustforce DX,Hitbox Team,2012,Available,12,Action/Adventure
V0773,Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City,Rockstar Games,2003,Available,15,Action/Adventure
V0774,NBA 2K15,2K Sports,2014,Available,14,Sports
V0775,Game Party,Midway Games,2007,Available,4,Action/Adventure
V0776,Mortal Kombat: Deadly Alliance,Midway Games,2002,Available,15,Fighting
V0777,Dungeon Defenders,Trendy Entertainment,2011,Available,12,Action/Adventure
V0778,Mario Party 2,Nintendo,2000,Available,3,Platformer/Racing
V0780,Tomb Raider: The Last Revelation,Eidos Interactive,1999,Available,5,Adventure
V0782,Pure,Disney Interactive Studios,2008,Available,13,Action/Adventure
V0783,Rock Band,MTV Games,2007,Available,10,Action/Adventure
V0785,Battlefield 1942,Electronic Arts,2002,Available,14,Shooter
V0786,WarioWare Touched!,Nintendo,2005,Available,9,Action/Adventure
V0787,Resistance 2,Sony Computer Entertainment,2008,Available,11,Action/Adventure
V0790,Mario Party 4,Nintendo,2002,Available,15,Platformer/Racing
V0791,Paper Mario: Sticker Star,Nintendo,2012,Available,10,Platformer/Racing
V0794,LEGO Harry Potter: Years 1-4,Warner Bros. Interactive,2010,Available,12,Action/Adventure
V0795,uDraw Studio,THQ,2010,Available,7,Action/Adventure
V0797,Twisted Metal 2,Sony Computer Entertainment,1996,Available,7,Action/Adventure
V0798,The Sims: Bustin' Out,Electronic Arts,2003,Available,5,Simulation
V0799,Need for Speed Carbon: Own the City,Electronic Arts,2006,Available,10,Racing
V0800,Ice Hockey,Nintendo,1988,Available,8,Action/Adventure
V0801,Sonic Adventure,Sega,1999,Available,10,Adventure
V0802,Tom Clancy's Rainbow Six: Vegas 2,Ubisoft,2008,Available,8,Action/Adventure
V0803,God of War Collection,Sony Computer Entertainment,2009,Available,12,Action/Adventure
V0804,Kinect: Disneyland Adventures,Microsoft Studios,2011,Available,7,Adventure
V0805,Pro Evolution Soccer 2011,Konami,2010,Available,12,Action/Adventure
V0806,ATV Offroad Fury,Sony Computer Entertainment,2001,Available,10,Action/Adventure
V0807,Pokemon Colosseum,Nintendo,2004,Available,14,RPG
V0809,Halo: Combat Evolved Anniversary,Microsoft Studios,2011,Available,7,Action/Adventure
V0810,Need for Speed: ProStreet,Electronic Arts,2007,Available,8,Racing
V0811,Tetris Plus,Jaleco,1996,Available,4,Puzzle
V0812,Forza Motorsport 5,Microsoft Studios,2013,Available,4,Racing
V0814,Command & Conquer: Tiberian Sun,Westwood Studios,1999,Available,5,Action/Adventure
V0815,Dino Crisis,Capcom,1999,Available,13,Action/Adventure
V0816,Final Fantasy V,Square,1992,Available,4,RPG
V0817,Monster Hunter Freedom 2,Capcom,2007,Available,4,Action/Adventure
V0818,Pro Wrestling,Nintendo,1987,Available,9,Action/Adventure
V0819,Theme Hospital,Electronic Arts,1997,Available,14,Action/Adventure
V0820,God of War: Ascension,Sony Computer Entertainment,2013,Available,12,Action/Adventure
V0822,Batman: Arkham Origins,Warner Bros. Interactive Entertainment,2013,Available,3,Action/Adventure
V0823,Frogger's Adventures: Temple of the Frog,Konami,2001,Available,12,Adventure
V0824,Zumba Fitness,Majesco,2010,Available,3,Action/Adventure
V0825,Mario & Sonic at the London 2012 Olympic Games,Sega,2011,Available,10,Platformer/Racing
V0826,Monopoly,Hasbro Interactive,1995,Available,9,Action/Adventure
V0827,Mortal Kombat II (US & Others sales),Acclaim Entertainment,1994,Available,10,Fighting
V0828,Guitar Hero,RedOctane,2005,Available,9,Action/Adventure
V0830,WCW/nWo Revenge,THQ,1998,Available,11,Action/Adventure
V0831,Ratchet & Clank (2016),Sony Interactive Entertainment,2016,Available,7,Action/Adventure
V0832,Yu-Gi-Oh! The Duelists of the Roses,Konami,2003,Available,2,Action/Adventure
V0834,The Incredibles,THQ,2004,Available,14,Action/Adventure
V0835,Tony Hawk's Underground 2,Activision,2004,Available,8,Action/Adventure
V0837,Uncharted: The Lost Legacy,Sony Interactive Entertainment,2017,Available,15,Adventure
V0838,Sonic's Ultimate Genesis Collection,Sega,2009,Available,14,Action/Adventure
V0839,Sleeping Dogs,Square Enix,2012,Available,12,Action/Adventure
V0840,Kirby's Dream Land 2,Nintendo,1995,Available,8,Action/Adventure
V0841,Pokemon Mystery Dungeon: Red Rescue Team,Nintendo,2006,Available,1,RPG
V0843,Donkey Kong Land 2,Nintendo,1996,Available,3,Action/Adventure
V0844,Dragon Quest Monsters,Eidos Interactive,1999,Available,15,Action/Adventure
V0845,Pokemon Ranger: Shadows of Almia,Nintendo,2008,Available,8,RPG
V0846,Tekken 7,Namco Bandai Games,2017,Available,9,Fighting
